ETC_20150317_000001	Kepa
ETC_20180629_034434	The Royal Soccer Tournament is starting now!{nl}Talk to  	천하제일 축구대회가 시작됩니다!{nl}클라페다 낚시터 앞 				
ETC_20180629_034435	Please disassociate your Companion from its accompanying character at the Lodge.	숙소에서 컴패니언을 해제하셔야 진행하실 수 있습니다.				
ETC_20180629_034436	Check 3 vs 3 Soccer League Ranks	3대3축구리그 랭킹 확인				
ETC_20180629_034437	I'm interested in the Exorcist class now.	엑소시스트에 대해 관심이 생겼다고 한다				
ETC_20180629_034438	I want to become an Exorcist.	엑소시스트가 되고 싶다고 한다				
ETC_20180629_034439	It sounds too hard, I'll think about it some more.	어려워 보여 좀 더 생각해 보겠다고 한다.				
ETC_20180629_034440	Praying...	봉헌 기도를 올리는 중				
ETC_20180629_034441	Prayer complete.	봉헌 기도를 드렸습니다				
ETC_20180629_034442	You already completed your prayer.	이미 봉헌 기도를 드렸습니다				
ETC_20180629_034443	Delivered the medicine{nl}to Commander Julian.	지휘관 줄리안에게{nl}치유약을 전달했습니다				
ETC_20180629_034444	My faith is pure and strong, sir.	믿음과 신념은 올곧다고 한다				
ETC_20180629_034445	I don't believe I do.	그렇지 못하는 것 같다고 한다				
ETC_20180629_034446	I will do it.	진행하겠다고 한다				
ETC_20180629_034447	I'm not ready yet, sorry.	아직 준비가 안된 것 같다고 한다				
ETC_20180629_034448	Only officially sanctioned Exorcists are allowed to perform exorcisms.	정식 엑소시스트로 인정 받은 자만 가능하다				
ETC_20180629_034449	Any Clerics of devout faith can perform exorcisms.	신실하며 직위가 높은 성직자라면 누구나 가능하다				
ETC_20180629_034450	Only Clerics sanctioned by a bishop can perform exorcisms.	주교가 인정한 성직만이 가능하다				
ETC_20180629_034451	Check to see if it has done damage to other divine spirits or people.	신령 또는 타인에게 해를 입혔는지 확인하다				
ETC_20180629_034452	Treat the divine spirit as you would an evil spirit and perform an exorcism.	신령도 악령과 같이 취급하여 구마를 한다				
ETC_20180629_034453	Banish the divine spirit with the help of a Miko.	무녀와 협조하여 신령을 퇴치한다				
ETC_20180629_034454	Ghosts, Evil Spirits, Demons, Divine Spirits.	유령, 망령, 마족, 신령				
ETC_20180629_034455	Ghosts, Evil Spirits, Demons, Fairies.	유령, 망령, 마족, 요정				
ETC_20180629_034456	Ghosts, Evil Spirits, Fairies, Divine Spirits.	유령, 망령, 요정, 신령				
ETC_20180629_034457	A dead person's soul that has sided with the demons.	죽은 이의 영혼이 마족과 연결되어 마족이 된 것				
ETC_20180629_034458	A soul with a grudge.	깊은 앙심만 남은 영혼이 된 것				
ETC_20180629_034459	A wandering soul who could not be saved by the grace of the Goddess.	죽인 이가 여신의 곁으로 가지 못해 지상에 남은 것				
ETC_20180629_034460	I'll study a little more and come back later.	더 공부를 하고 오겠다고 한다				
ETC_20180629_034461	Talk to Gintaras and find out whether he is possessed.	긴타라스와 대화해 빙의자인지 판별하세요				
ETC_20180629_034462	Check for high fever.	고열이 있는지 확인한다				
ETC_20180629_034463	Check for unpleasant smells.	악취가 나는지 확인한다				
ETC_20180629_034464	Check whether they remember being possessed.	빙의 됐을 때의 기억이 나는지 확인한다				
ETC_20180629_034465	Spray Holy Water.	성수를 뿌려본다				
ETC_20180629_034466	Ponder for a moment.	잠시 생각을 해본다				
ETC_20180629_034467	Visit the couple living in Spring Light Woods	봄볕나무 숲에 있는 부부를 찾아가세요				
ETC_20180629_034468	Spray Holy Water	성수 뿌리기				
ETC_20180629_034469	Check for peculiar behavior.	특이한 행동을 하는지 확인한다				
ETC_20180629_034470	Checking the box...	박스를 확인 중				
ETC_20180629_034471	Checking the water...	물통을 확인 중				
ETC_20180629_034472	Checking the barrel...	드럼통을 확인 중				
ETC_20180629_034473	Did you eat food and drink water from the box and barrel in your house?	상자와 드럼통, 물통에 있는 물과 음식을 먹었는지 묻는다				
ETC_20180629_034474	I'll investigate a bit more.	좀 더 확인을 해보겠다고 한다				
ETC_20180629_034475	Reporting the results...	상황을 전달하는 중				
ETC_20180629_034476	Talk to Zigmas and decide whether he is possessed or not.	지그마스와 대화해 빙의자인지 판별하세요				
ETC_20180629_034477	Zigmas is possessed.	지그마스는 빙의자임을 알리기				
ETC_20180629_034478	Spray Holy Water.	성수를 뿌린다				
ETC_20180629_034479	Burn the Gyslotis.	기슬로티스를 태운다				
ETC_20180629_034480	Perform an Exorcism.	구마 의식을 한다				
ETC_20180629_034481	Burning the Gyslotis...	기슬로티스를 태우는 중				
ETC_20180629_034482	The Blessed Goddess Statue broke due to the curse of a powerful spirit.	축복받은 여신상이 강력한 령의 저주로 파괴됐습니다				
ETC_20180629_034483	Installing the Blessed Goddess Statue...	축복받은 여신상 설치 중				
ETC_20180629_034484	Performing an exorcism...	구마 의식을 하는 중				
ETC_20180629_034485	You have obtained the approval of the Inquisitor Master.{nl}Return to the Exorcist Master.	인퀴지터 마스터까지 인정을 했습니다{nl}엑소시스트 마스터에게 가세요				
ETC_20180629_034486	The Prayer Book must be used at the site of the exorcism.	구마 의식 장소에서 기도서를 사용해야 합니다				
ETC_20180629_034487	The Prayer Book did not affect this spirit.	해당 령에게는 기도서의 효력이 통하지 않습니다				
ETC_20180629_034488	The Prayer Book did not affect this spirit.{nl}The Blessing of the Goddesses has disappeared.	해당 령에게는 기도서의 효력이 통하지 않습니다{nl}여신들의 축복이 사라집니다				
ETC_20180629_034489	The Prayer Book did not affect this spirit.{nl}The Power of the Goddesses has disappeared.	해당 령에게는 기도서의 효력이 통하지 않습니다{nl}여신들의 권능이 사라집니다				
ETC_20180629_034490	Acquired the Blessing of the Goddesses buff.{nl}Gain 2 points for every successful exorcism.	여신들의 축복 버프를 획득했습니다{nl}버프를 소지한 상태에서 구마에 성공하면 2점을 획득합니다				
ETC_20180629_034491	Acquired the Power of the Goddesses buff.{nl}Gain 5 points for every successful exorcism.	여신들의 권능 버프를 획득했습니다{nl}버프를 소지한 상태에서 구마에 성공하면 5점을 획득합니다				
ETC_20180629_034492	Scored 400 points or lower. Exorcism test stage 1 failed.	획득 점수가 400점 미만이여서 1단계 엑소시트의 구마 퀘스트를 실패했습니다				
ETC_20180629_034493	Scored 450 points or lower. Exorcism test stage 1 failed.	획득 점수가 450점 미만이여서 1단계 엑소시트의 구마 퀘스트를 실패했습니다				
ETC_20180629_034494	Scored 500 points or lower. Exorcism test stage 1 failed.	획득 점수가 500점 미만이여서 1단계 엑소시트의 구마 퀘스트를 실패했습니다				
ETC_20180629_034495	Exorcist Gem	퇴마의 보석				
ETC_20180629_034496	Talk to the Krivis Master.	크리비 마스터에게로 가 대화하세요				
ETC_20180629_034497	Deliver the offerings and pray to the Goddess Statues in Mocia Forest, Manahas, Forest of Prayer, Cathedral Penitence Route and Rasvoy Lake.	모치아 숲, 마나하스, 기원의 숲, 대성당 참회로, 래스보이 호숫가에 있는 여신상에 봉헌품 아이템을 사용해 봉헌 기도를 올리세요				
ETC_20180629_034498	Talk to the Priest Master.	프리스트 마스터에게로 가 대화하세요				
ETC_20180629_034499	Deliver the medicine to{nl}Commander Julian in Dvasia Peak.	드바시아 고개에 있는{nl}지휘관 줄리안에게 치유약을 전달하세요				
ETC_20180629_034500	Talk to the Inquisitor Master.	인퀴지터 마스터에게로 가 대화하세요				
ETC_20180629_034501	Talk to the Exorcist Master.	엑소시스트 마스터에게로 가 대화하세요				
ETC_20180629_034502	Study the Exorcist Master's{nl}books and prepare for the test.	엑소시스트 마스터가 준 책을{nl}읽어 시험을 볼 준비를 하세요				
ETC_20180629_034503	Pass the Exorcist test.	엑소시스트 시험에 통과하세요				
ETC_20180629_034504	Talk to the Exorcist Master.	엑소시스트 마스터와 대화하세요				
ETC_20180629_034505	Find out whether Gintaras is possessed.	긴타라스가 빙의자인지 판별하세요				
ETC_20180629_034506	Look around.	주변을 살펴보세요				
ETC_20180629_034507	Talk to Rimanta.	리만타와 대화하세요				
ETC_20180629_034508	Talk to the Plague Doctor Master.	플레이그 닥터 마스터에게로 가 대화하세요				
ETC_20180629_034509	Collect Valerijonas from the Doyors in Veja Ravine, Amalas from the Stumpy Trees in Stele Road, and Aviete from the Dandels in Gateway of the Great King to make the medicine.	베야 골짜기에 있는 도요르에게서 발래리요나스, 비석로에 있는 몽당 나무에게서 아말라스, 대왕의 관문에 있는 단델에게서 아비에테를 얻어 치료제를 만드세요.				
ETC_20180629_034510	Deliver the medicine to Rimanta in Spring Light Woods	치료제를 봄볕나무 숲에 있는 리만타에게 전달하세요				
ETC_20180629_034511	Find out whether Zigmas is possessed.	지그마스가 빙의자인지 판별하세요				
ETC_20180629_034512	Let the Exorcist Master know whether Zigmas is possessed.	지그마스가 빙의자임을 엑소시스트 마스터에게 알리세요				
ETC_20180629_034513	Purchase Holy Water and Gyslotis from the Priest Master{nl}and receive the Blessed Goddess Statue from the Dievdirbys Master.	프리스트 마스터에게 성수와 기슬로티스 구입하고{nl}딥디르비 마스터에게 축복받은 여신상을 받으세요				
ETC_20180629_034514	Purchase Holy Water and Gyslotis from the Priest Master,{nl}defeat Vespers at the Royal Mausoleum 2F to obtain 12 Topaz Fragments,{nl}then deliver them to the Dievdirbys Master to create a Blessed Goddess Statue.	프리스트 마스터에게 성수와 기슬로티스 구입하고{nl}왕릉 2층에 있는 베스퍼를 처치해서 토파즈 조각12개를 획득해{nl}딥디르비 마스터에게 전달하여 축복받은 여신상을 만드세요.				
ETC_20180629_034515	Exorcise the orb containing{nl}the evil spirits in Fedimian Suburbs.	페디미안 외곽에 있는{nl}사악한 령이 깃든 구슬에 의식을 치르고 구마하세요				
ETC_20180629_034516	Exorcise the orb containing the evil spirits.	사악한 령이 깃든 구슬에 의식을 치르세요				
ETC_20180629_034517	Defeat the Hogma Scouts and collect{nl}Raudonelis to make the medicine.	왕의 고원에 있는 호그마 파수꾼을 처치해{nl}라오도넬리스를 모아 치유약을 만드세요				
ETC_20180629_034518	It does reek, but of regular trash.	악취는 맞지만 보통 쓰레기 냄새 같다고 말한다				
ETC_20180629_034519	The possessed can't go near a Goddess Statue.	빙의자는 여신상에 근처에 못 간다고 말해준다				
ETC_20180629_034520	I used regular water instead of holy water just now.	방금 사용한 성수는 그냥 보통 물이었다고 말해준다				
ETC_20180629_034521	Follow me.	저를 따라와주세요				
ETC_20180629_034522	Let me help you.	도움을 준다				
ETC_20180629_034523	Repairing the facilities...	시설을 보수하는 중				
ETC_20180629_034524	Collecting sacks...	자루더미 수집 중				
ETC_20180629_034525	Obtained sacks.	자루더미를 획득했습니다				
ETC_20180629_034526	Obtained bomb.	폭탄을 획득했습니다				
ETC_20180629_034527	Please make me a bomb.	폭탄을 만들어달라고 한다				
ETC_20180629_034528	Please make me a ballista.	발리스타를 만들어달라고 한다				
ETC_20180629_034529	Please make me a turret.	터렛을 만들어달라고 한다				
ETC_20180629_034530	Please make me a stockade.	방책을 만들어달라고 한다				
ETC_20180629_034531	Obtained ballista.	발리스타를 획득했습니다				
ETC_20180629_034532	Obtained turret.	터렛을 획득했습니다				
ETC_20180629_034533	Obtained stockade.	방책을 획득했습니다				
ETC_20180629_034534	The bomb is exploding soon.{nl}Move away from the bomb.	곧 폭탄이 터집니다{nl}폭발 범위를 벗어나세요				
ETC_20180629_034535	This site is not fit for ballista installation.	발리스타를 짓기에는 적절하지 않는 장소입니다				
ETC_20180629_034536	This site is not fit for turret installation.	터렛을 설치하기엔 적절하지 않는 장소입니다				
ETC_20180629_034537	This site is not fit for stockade installation.	방책을 설치하기엔 적절하지 않는 장소입니다				
ETC_20180629_034538	Installing ballista...	발리스타를 설치하는 중				
ETC_20180629_034539	Installing turret...	터렛을 설치하는 중				
ETC_20180629_034540	Installing stockade...	방책을 설치하는 중				
ETC_20180629_034541	Ballista installed.	발리스타를 설치했습니다				
ETC_20180629_034542	Turret installed.	터렛을 설치했습니다				
ETC_20180629_034543	Stockade installed.	방책을 설치했습니다				
ETC_20180629_034544	Reloading missiles	회심의 일발을 장전 중				
ETC_20180629_034545	Missiles have been reloaded.	회심의 일발을 장전했습니다				
ETC_20180629_034546	If the monsters take our base, where are we supposed to live?	이렇게 몬스터에게 삶의 터전을 빼앗기면 우린 어디로 가라고				
ETC_20180629_034547	After the portals appeared in Mishekan Forest, we started seeing new monsters around here.	미쉐칸 숲에 포탈이 생기더니이곳에 서식하지 않는 몬스터가 나타나기 시작했어				
ETC_20180629_034548	Please don't let the monsters invade our land.	우리들의 삶터에 몬스터들이 침입하지 않도록 막아주세요				
ETC_20180629_034549	We don't have enough people to stop the monsters on our own. 	저희들의 힘만으로는 난폭한 몬스터를 막는데 무리에요 				
ETC_20180629_034550	Where are the portals?	포탈이 어디있는지 묻는다				
ETC_20180629_034551	Where are the obelisks?	오벨리스크가 어디있는지 묻는다				
ETC_20180629_034552	You have died and will return to a time before the exorcism was performed.{nl}Banish the spirits in the ominous orb.	사악한 령에 의해 죽어 구마 의식을 하기  전으로 돌아갑니다{nl}불길한 구슬에 구마 의식을 진행하세요				
ETC_20180629_034553	Purchase Holy Water and Gyslotis from the Priest Master.	프리스트 마스터에게서 성수와 기슬로티스를 구입하세요				
ETC_20180629_034554	Crate durability +1.	상자더미의 내구도가 1 회복했습니다				
ETC_20180629_034555	Well durability +1.	낡은 우물의 내구도가 1 회복했습니다				
ETC_20180629_034556	The well is at max. durability.	낡은 우물의 내구도가 충분합니다				
ETC_20180629_034557	The crates are at max. durability.	상자 더미의 내구도가 충분합니다				
ETC_20180629_034558	There are not enough sacks.{nl}Search the Mishekan Forest to obtain more sacks.	자루더미가 없어 수리를 할 수 없습니다{nl}미쉐칸 숲을 돌아다녀 자루더미를 얻고 수리하세요				
ETC_20180629_034559	Use 1 Sack to reload the missile.	자루더미 1개를 사용해{nl}회심의 일발을 장전시킬 수 있습니다				
ETC_20180629_034560	Is there anything else you can tell me?	좀 더 자세히 알려달라고 얘기한다.				
ETC_20180629_034561	I should go and look for clues.	가서 단서가 될만한 게 있는지 확인해보겠다고 한다.				
ETC_20180629_034562	Sometimes rumors are just that: rumors.	소문은 과장된 법이라고 얘기한다.				
ETC_20180629_034563	I have to see this foliage together...	단풍잎을 실로 꿰매야 해..				
ETC_20180629_034564	SHOULD I SPEAK LOUDER?	큰 소리로 얘기한다				
ETC_20180629_034565	Speaking loudly...	큰 소리로 얘기하는 중				
ETC_20180629_034566	Should I speak while moving my body?	몸을 흔들며 얘기한다				
ETC_20180629_034567	Speaking while moving...	몸을 흔들며 얘기하는 중				
ETC_20180629_034568	Talking about the soldiers in Nheto Forest...	네토 숲 병사의 이야기를 전달하는 중				
ETC_20180629_034569	Where can I find the Pied Piper Master?	파이드 파이퍼 마스터의 위치를 알려달라고 한다.				
ETC_20180629_034570	Nah, that sounds like trying to find a needle in a haystack.	사막에서 바늘 찾기라며 거절한다.				
ETC_20180629_034571	Let me tell you what's happening.	현재 상황을 이야기한다.				
ETC_20180629_034572	I have nothing else to say.	이야기를 그만둔다.				
ETC_20180629_034573	Let me tell you what happened.	겪은 일을 얘기하는 중				
ETC_20180629_034574	Some soldiers have gone missing in Nheto Forest.	네토 숲의 병사에게 들은 사라진 병사들에 관해 얘기한다.				
ETC_20180629_034575	It's no big deal. See you later.	별일 아니라며 자리를 떠난다.				
ETC_20180629_034576	Talking...	얘기하는 중				
ETC_20180629_034577	Can you cure the soldiers' disease?	병사들의 병은 고칠 수 있는지 물어본다				
ETC_20180629_034578	Okay, see you later.	알겠다며 자리를 떠난다				
ETC_20180629_034579	I'll go and ask myself.	직접 가서 물어보겠다고 한다				
ETC_20180629_034580	I'm not too worried about it, to be honest.	그 정도로 걱정되진 않는다고 얘기한다				
ETC_20180629_034581	That doesn't sound so urgent.	급한 일이 아니라며 거절한다				
ETC_20180629_034582	Investigating the mound of grass...	풀 더미를 살펴보는 중				
ETC_20180629_034583	Found Perilla leaves!{nl}({now_cnt} / {max_cnt})	자세히 살펴보자, 자소엽을 발견했습니다{nl}({now_cnt} / {max_cnt} 개)				
ETC_20180629_034584	Nothing here looks like Perilla.	자소엽과 비슷한 풀이 보이지 않습니다				
ETC_20180629_034585	You have collected enough Perilla leaves now.{nl}Return to the Plague Doctor Master.	자소엽을 충분히 확보했습니다{nl}플레이그 닥터 마스터를 찾아가세요				
ETC_20180629_034586	Investigating the sand...	모래를 살펴보는 중				
ETC_20180629_034587	Found some Glowing Blue Sand and placed it in the bottle.{nl}({now_cnt} / {max_cnt})	푸른 빛이 도는 모래를 발견해 유리병에 담았습니다{nl}(담은 양 : {now_cnt} / {max_cnt})				
ETC_20180629_034588	There's no Glowing Blue Sand in here.	푸른 빛이 도는 모래가 보이지 않습니다				
ETC_20180629_034589	The bottle is full of Glowing Blue Sand.{nl}Return to the Chronomancer Master.	유리병에 푸른 빛이 도는 모래를 가득 담았습니다{nl}크로노맨서 마스터를 찾아가세요				
ETC_20180629_034590	Here's the cure.	치료제를 건네준다				
ETC_20180629_034591	Sorry, I have to go now.	급한 일이 있다며 자리를 떠난다				
ETC_20180629_034592	Successful runs +{add_point} (Total successful runs: {total_point})	도착 횟수 {add_point}회 증가{nl}(현재 총 도착 횟수 : {total_point} 회)				
ETC_20180629_034593	The platform is already heading towards that direction.	이동 발판의 방향이 변경하려는 방향과 일치합니다.				
ETC_20180629_034594	[Pied Piper Unlock]{nl}Use the Empty Bottle to collect Glowing Blue Sand.{nl}Check the Oracle Master's Note for more details.	[파이드 파이퍼 해금]{nl}푸른빛이 도는 모래는 [빈 유리병] 을 사용해 획득할 수 있습니다{nl}자세한 방법은 [오라클 마스터의 쪽지] 를 확인해 보세요				
ETC_20180629_034595	The bombs carried by the monsters were lit by the torches and exploded!{nl}The torches have been damaged!	몬스터가 옮긴 폭탄들이 횃불에 닿아 터졌습니다!{nl}횃불이 큰 피해를 입었습니다!				
ETC_20180629_034596	The guild quest has already started. To join or cancel, go to the starting point of {EVENT_NAME}.	길드 퀘스트가 시작된 상태입니다. {EVENT_NAME}의 시작 지점에서 참가 및 취소가 가능합니다.				
ETC_20180629_034597	Guild quest "{GuildEvent}" has been canceled.	{GuildEvent} 길드 퀘스트가 취소되었습니다.				
ETC_20180629_034598	Read	읽음				
ETC_20180629_034599	Unread	읽지 않음				
ETC_20180629_034600	This item is already in your basket.	장바구니에 이미 있는 아이템입니다.				
ETC_20180629_034601	{#0000ff}{SELLER}{#000000} sold {#0000ff}{ITEM}{#000000} {#ff0000}x{COUNT}{#000000}	[{#0000ff}{SELLER}{#000000}]가 등록한 아이템 [{#0000ff}{ITEM}{#000000}] {#ff0000}{COUNT}{#000000}개 판매완료	ETC_20170313_027454	Item [{#0000ff}{ITEM}{#000000}] {#ff0000}{COUNT}{#000000} sold	아이템 [{#0000ff}{ITEM}{#000000}] {#ff0000}{COUNT}{#000000}개 판매완료	
ETC_20180629_034602	Please unequip all your items.{nl}Also, set your wig to its default color.	모든 아이템의 장비를 해제 하셔야 합니다.{nl}또한 가발 염색도 기본 색상으로 설정해야 합니다.	ETC_20160925_024330	Please unequip all items.{nl}You must also set you hair color to the default color.	모든 아이템의 장비를 해제 하셔야 합니다.{nl}또한 헤어 컬러도 기본으로 설정해야 합니다.	
ETC_20180629_034603	No target item.	대상 아이템이 없습니다.				
ETC_20180629_034604	[{USER}] has awakened [{ITEM}].	[{USER}]님이 [{ITEM}] 아이템을 각성하였습니다.				
ETC_20180629_034605	Switch Gender requires the use of [{ITEM}].	스위치 젠더를 하려면 [{ITEM}] 아이템이 필요합니다.				
ETC_20180629_034606	The price of [{SKILL}] must be between [{MIN}] and [{MAX}] Silver.	[{SKILL}] 스킬의 가격은 최소 [{MIN}] 실버와 최대 [{MAX}] 실버 사이의 값이어야 합니다.				
ETC_20180629_034607	Without an Awakening Stone,{nl}the item's Potential will be reduced.{nl}Continue?	각성석 미사용 시{nl}아이템의 포텐셜이 감소합니다.{nl}진행하시겠습니까?				
ETC_20180629_034608	Healing	치유력				
ETC_20180629_034609	Changed to Lodge {target}.	숙소{target}(으)로 변경했습니다.				
ETC_20180629_034610	Failed to change Lodge layer.	숙소 레이어 변경에 실패했습니다.				
ETC_20180629_034611	Cannot read books while using a skill.	스킬 사용 중에는 책을 읽을 수 없습니다.				
ETC_20180629_034612	Party invitations are not available in this map.	현재 맵에서는 파티 초대기능을 사용하실 수 없습니다.				
ETC_20180629_034613	{@st59}Increases magic attack and healing{/}	{@st59}마법 공격력 증가, 치유력 증가{/}	ETC_20150717_013615	{@st59}Increases Magic Attack{/}	{@st59}마법 공격력 증가{/}	
ETC_20180629_034614	No enemy to attack.	공격할 수 있는 적이 없습니다.				
ETC_20180629_034615	Cannot use skill.	해당 스킬을 사용할 수 없습니다.				
ETC_20180629_034616	Entity!	엔터티!				
ETC_20180629_034617	Change does not apply in this region.	해당 지역에서는 체인지 스킬이 적용되지 않습니다.				
ETC_20180629_034618	This item has a purchase limit of {Value} unit(s).	{Value}개 까지 구매 가능한 아이템입니다.	ETC_20170912_028872	Purchased amount reset to {Value}.	구매 개수를 {Value}개를 초과했습니다.	
ETC_20180629_034619	Barber Shop Gift Coupon	뷰티샵: 바버샵 쿠폰 선물 봉투				
ETC_20180629_034620	Purchase failed.{nl}The item(s) exceed(s) your purchase limit.	구매 실패했습니다.{nl}해당 아이템 구매 시{nl}넥슨캐시 월 구매(사용) 한도를 초과합니다.				
ETC_20180629_034621	Strength Control	힘 조절				
ETC_20180629_034622	Direction Control: press A to confirm	방향 조절 : A키로 결정				
ETC_20180629_034623	You scored {GOAL} consecutive goals!{nl}It's a new event record!{nl}Keep trying every day for an even higher score!	연속 {GOAL}골!{nl}이벤트 기록이 완료되었습니다.{nl}더 좋은 기록을 위해 매일 도전해주세요!				
ETC_20180629_034624	You scored {GOAL} consecutive goals!	연속 {GOAL}골!				
ETC_20180629_034625	 {nl}No records.	 {nl}저장된 기록이 없습니다.				
ETC_20180629_034626	Ultimate Ace	승부의 신				
ETC_20180629_034627	Ultimate Ace Ranking	승부의 신 랭킹				
ETC_20180629_034628	The Gemstone Feud is starting now!{nl}Enter at the north end of the Miners' Village.	자원 쟁탈전이 시작되었습니다!{nl}샤울레이 광산 마을 북쪽 끝에서 입장할 수 있습니다.	ETC_20180517_033009	The Gemstone Feud is starting now!{nl}Enter at the north end of the Miners' Village.	자원 쟁탈전 시작되었습니다!{nl}샤울레이 광산 마을 북쪽 끝에서 입장할 수 있습니다.	
ETC_20180629_034629	Session 2 of the Gemstone Feud starting in 3 minutes.{nl}The entrance is at the north end of the Miners' Village.	2회차 자원 쟁탈전 시작 3분 전입니다.{nl}샤울레이 광산 마을 북쪽 끝에서 입장할 수 있습니다.				
ETC_20180629_034630	Session 2 of the Gemstone Feud is starting now!{nl}Enter at the north end of the Miners' Village.	2회차 자원 쟁탈전이 시작되었습니다!{nl}샤울레이 광산 마을 북쪽 끝에서 입장할 수 있습니다.				
ETC_20180629_034631	Change Male Hairstyle	남자 헤어 스타일 변경				
ETC_20180629_034632	Purchase Male Wig and Dye	남자 가발 및 가발 염색약 구매				
ETC_20180629_034633	Change Female Hairstyle	여자 헤어 스타일 변경				
ETC_20180629_034634	Purchase Female Wig and Dye	여자 가발 및 가발 염색약 구매				
ETC_20180629_034635	Purchase Eye Lenses	렌즈 구매				
ETC_20180629_034636	Purchase Male Costume	남자 코스튬 구매				
ETC_20180629_034637	Purchase Female Costume	여자 코스튬 구매				
ETC_20180629_034638	Purchase Cubes	패키지 및 큐브 구매				
ETC_20180629_034639	This item is for male characters only.{nl}Are you sure you want to purchase it?	해당 상품은 남성 전용 상품입니다.{nl}그래도 구매하시겠습니까?				
ETC_20180629_034640	This item is for female characters only.{nl}Are you sure you want to purchase it?	해당 상품은 여성 전용 상품입니다.{nl}그래도 구매하시겠습니까?				
ETC_20180629_034641	This item cannot be equipped by your current character.	해당 캐릭터의 클래스는 착용할 수 없는 상품입니다.				
ETC_20180629_034642	This item cannot be equipped by your current character.{nl}Are you sure you want to purchase it?	해당 캐릭터의 클래스는 착용할 수 없는 상품입니다.{nl}그래도 구매하시겠습니까?				
ETC_20180629_034643	You can change your hair only one style at a time.{nl}Do you want to change to the currently selected hair?	헤어는 한 번에 하나의 헤어만 구매할 수 있습니다.{nl}선택하신 헤어로 변경하시겠습니까?				
ETC_20180629_034644	No items selected to wear.	입어볼 아이템이 없습니다.				
ETC_20180629_034645	Cannot exchange. Insufficient stamps.	스탬프가 모자라서 아이템을 교환할 수 없습니다.				
ETC_20180629_034646	Check Coupon Book	쿠폰북 확인				
ETC_20180629_034647	No amount to apply coupon discounts.	쿠폰을 적용할 금액이 없습니다.				
ETC_20180629_034648	No item selected for purchase.	구매할 아이템이 없습니다.				
ETC_20180629_034649	Receive Hair Purchase Event Rewards	헤어 구매 이벤트 보상 받기				
ETC_20180629_034650	You cannot purchase and try on the same hair and dye.	동일한 헤어와 염색은 구매 및 입어보기를 할 수 없습니다.				
ETC_20180629_034651	All your hair and dye data will be deleted, and your hair will be replaced with the {@st66d_y}Short Cut Hair{/} style.{nl}Are you sure you want to continue?	스위치 젠더를 하면 적용된 헤어와 염색 정보가 사라지며, {@st66d_y}숏 컷 헤어{/}로 변경됩니다.{nl}정말 계속하시겠습니까?				
ETC_20180629_034652	Includes probability-based item(s).	확률형 아이템이 포함되어 있습니다.				
ETC_20180629_034653	This item is for male characters only and it already exists in your inventory.{nl}Are you sure you want to purchase it?	해당 상품은 남성 전용 상품이며, 인벤토리에 소지 중인 아이템입니다.{nl}그래도 구매하시겠습니까?				
ETC_20180629_034654	This item is for female characters only and it already exists in your inventory.{nl}Are you sure you want to purchase it?	해당 상품은 여성 전용 상품이며, 인벤토리에 소지 중인 아이템입니다.{nl}그래도 구매하시겠습니까?				
ETC_20180629_034655	This item cannot be equipped by your character and it already exists in your inventory.{nl}Are you sure you want to purchase it?	해당 상품을 사용할 수 있는 클래스가 아니며, 인벤토리에 소지 중인 아이템입니다.{nl}그래도 구매하시겠습니까?				
ETC_20180629_034656	You already own this item. You may purchase it again after trying it on.{nl}Are you sure you want to try it on?	이미 가지고 있는 아이템입니다. 입어보기를 통해서 재구매 될 수 있습니다.{nl}그래도 입어보기를 진행하시겠습니까?				
ETC_20180629_034657	You already own this dye.{nl}Are you sure you want to purchase it?	이미 가지고 있는 염색약입니다.{nl}그래도 구매하시겠습니까?				
ETC_20180629_034658	You already own this dye. You may purchase it again after trying it on.{nl}Are you sure you want to try it on?	이미 가지고 있는 염색약입니다.{nl}입어보   기를 통해서 재구매 될 수 있습니다.{nl}그래도 입어보기를 진행하시겠습니까?				
ETC_20180629_034659	One or more of your hair costume slots is set to hidden.{nl}Items you try on this slot will remain hidden.	헤어 코스튬 슬롯 중에 안 보이기로 설정된 슬롯이 있습니다.{nl}해당 헤어 코스튬 슬롯은 입어보기가 적용되지 않습니다.				
ETC_20180629_034660	Investigate	살펴보기				
ETC_20180629_034661	: The monsters are coming. Defeat them all!	스테이지의 몬스터가 몰려옵니다. 모두 처치해 주세요!				
ETC_20180629_034662	Enter the Other Dimension (rec. level: 300).	이공간에 들어간다.(권장레벨:300)				
ETC_20180629_034663	See those who entered the Other Dimension.	이공간에 들어간 자들을 살펴본다.				
ETC_20180629_034664	Don't enter.	들어가지 않는다.				
ETC_20180629_034665	You cannot enter with this character.{nl}The Remnants of Bernice dungeon requires level 300 or above to enter.	입장 가능한 레벨이 아닙니다.{nl}베르니케의 파편 던전은 300레벨 이상 부터 입장이 가능합니다.				
ETC_20180629_034666	No rewards to receive.	받을 보상이 없습니다				
ETC_20180629_034667	Please try again later.	잠시 후 다시 시도해 주세요				
ETC_20180629_034668	Rewards not yet available.	아직 보상을 받을 수 없습니다				
ETC_20180629_034669	White	화이트				
ETC_20180629_034670	Aquamarine	아쿠아마린				
ETC_20180629_034671	Black White	블랙 화이트				
ETC_20180629_034672	Light Ruby Wine	연한 루비 와인				
