QUEST_20150317_000001	Bitte wähle den Benutzer, dies erfordert ein Quest-Update.
QUEST_20171128_006944	Premier Eminent was finally able to stand again. He was burdened with a heavy task. He did not know yet about the long years he would spend inside that fortress, never reaching success. If he did know, he would have perhaps been slightly consoled by the fact that Laima had been left deeply grief-stricken after Ruklys' death under his false accusations. In the conflict between goddesses and demons, that too was a victory.	프리미어 에미넌트는 그제야 몸을 일으켰다.그는 이제부터 할 일이 많이 있었지만,어두운 지하요새에서 기나긴 세월 동안 그 일을 성공하지 못하고 시간을 보내게 될 것은 이 때는 몰랐다.{nl}다만 그가 알았다면 조금 위안이 될 사실이 있다면, 라이마가 자신이 택한 루클리스가 누명을 쓰고 죽어간 사실에 대해 진심으로 슬퍼하고 있었다는 점이다.어찌되었든 그것은 여신과 마족의 싸움에서 마족이 거둔 작지만 분명한 승리이기는 했다.				에미넌트 이야기3
QUEST_20171128_006945	Fantasy Library Administration Guidelines	환상도서관 관리지침				
QUEST_20171128_006946	The Fantasy Library is the sacred property of the goddesses, wherein all the knowledge and information of the world is kept. Under the administration of Goddess Vaivora, Library management Kupoles are to understand and abide by the following principles.	여신들의 장서관이며,모든 세계의 모든 지식과 정보의 종결지가 될 환상도서관을 관리하는 모든 큐폴은 바이보라 여신의 관리 하에 다음과 같은 원칙하에 모든 문헌을 다뤄야 하며,이를 잘 숙지하고 지키기 바란다.				환상도서관 관리지침
QUEST_20171128_006947	1. Every new work of literature must be read and understood by she who is the first to find it. The Kupoles must periodically exchange newly acquired information, and relay it to Goddess Vaivora if proven true by the Library's records.{nl}2. Documents legible only to select Kupoles must be duly investigated for the conditions which restrict said legibility. If no definitive conditions are found, the work must be registered as undefined.	1.새로 나타난 문헌과 정보는 최초 발견자를 자신으로 간주하고 반드시 읽도록 한다.일정 주기마다 모든 큐폴은 그간 읽은 내용을 교환하고,새로운 정보가 도서관에 기록되었다는 사실이 확인되면 바이보라 여신께 알린다.{nl}2.소수의 큐폴의 눈에만 보이고 읽을 수 있는 문헌은 가능한 그 법칙성을 파악하도록 노력하되 일정주기 이상 법칙성을 찾아내지 못한다면 미확인 도서로 기록하도록 한다.				환상도서관 관리지침
QUEST_20171128_006948	3. Should a document be found missing or in a different location, the Kupoles must be alerted and the document periodically investigated for new or undiscovered conditions of existence.{nl}4. The Kupoles must maintain the Library's documents correctly registered and organized, with any information easily accessible to Goddess Vaivora. This principle should take priority over any other, with the exception of the Library's security.	3.기존에 위치와 내용이 알려진 도서와 문헌이 사라지거나 위치가 저절로 바뀌었을 경우 반드시 다른 큐폴들에게도 알린 후,새로운 출현의 법칙성이 나타난 것인지 일정주기에 걸쳐 확인하도록 한다.{nl}4.바이보라 여신께서 점점 증가하는 정보에도 불구하고 도서관의 모든 정보를 파악하실 수 있도록 모든 도서관 관리 큐폴은 자시에 의한 문헌정보의 등록과 기존 자료 정리를 우선하여 업무를 수행한다.단 도서관 보안에 관련한 임무는 이보다 우선순위이다.				환상도서관 관리지침
QUEST_20171128_006949	The Story of Mirtis	미르티스 이야기				
QUEST_20171128_006950	Years had passed since Gesti sent her demon lords after Laima, yet they had all failed to find Her. Chasing a goddess that could see into the future was far from an easy task, but lately they had made considerable progress in tracking Her steps.	제스티의 명령으로 여러 마군주들이 라이마의 뒤를 추적한 지 오랜 시간이 지났지만,성공한 마군주는 아무도 없었다.{nl}한 발 앞서 모든 일을 내다보고 피할 수 있는 예지의 여신을 찾아내는 일은 절대 쉬울 수가 없기에 당연한 일일 수 있었지만,최근 들어 라이마의 행보를 추적하는 일에 진전이 있었다.				미르티스 이야기
QUEST_20171128_006951	Eminent was certain Laima had become restless after her chosen keeper Ruklys was assassinated. Mirtis thought otherwise.	에미넌트는 이것이 그가 라이마가 선택한 루클리스를 죽인 탓에 라이마가 충격을 받았다는 주장을 하기도 했지만, 미르티스가 보기에는 말도 안 되는 일이었다.				미르티스 이야기
QUEST_20171128_006952	It was reasonable to think Laima was slowly losing her powers after creating the first Revelation. Mirtis believed the demon lords were closer to Her than ever before. For one, they had almost caught the goddess in Siauliai Woods. They had since lost track of Her again, but they were confident She was near.{nl}Mirtis, in particular, possessed a means for reconnaissance other demons did not. She had found Laima accompanied by a man in a human prison, and there too she had nearly caught Her.{nl}None of the demon lords, however, had come close enough to Laima to properly confront Her.	그 보다는 라이마가 계시를 만드는 일이 힘겨워서 점점 그 능력이 줄어들고 있는 것이 아닌지 의심하는 것이 타당했다.{nl}아무튼 미르티스가 보기에 마군주들이 라이마를 추격하기 시작한 이래 그 어느 누구보다 그리고 그 어느 때보다 지금이 라이마를 바짝 추적하고 있다는 생각이 들었다.{nl}샤울레이 숲에서는 거의 뒷덜미를 잡을 수 있지 않을까 싶을 정도로 접근한 일도 있었다.그 뒤로 현재 잠시 놓치기는 했지만,다시 찾아내는 일은 어렵지 않게 여겨졌다.무엇보다 미르티스에게는 다른 마군주들에게는 없는 정찰 수단도 있었다.{nl}아니나 다를까 인간이 만든 감옥에 한 남자와 같이 있던 라이마를 발견하였으나 여기서도 아슬아슬한 차이로 상대를 놓쳤다.{nl}그러나 이제까지 라이마를 추적한 이래 잠시라도 한 장소에서 라이마를 직접 볼 정도로 접근했던 마군주도 없었다.				미르티스 이야기
QUEST_20171128_006953	Mirtis saw their progress as a positive sign; she was certain She would not escape their grip for much longer. She knew from the glimpses she took of Her that Laima had assumed the form of a weak human child. She did not look as if She could withstand an attack if she were to confront Her.	미르티스는 이것을 매우 긍정적인 진전으로 생각했고,다음 번에 발견할 때는 절대로 놓치지 않을 것이란 확신이 들었다.{nl}미르티스가 잠시 본 바로는 라이마는 그냥 봐도 연약해 보이는 인간 소녀의 모습이었고,기본적으로 상태 자체가 정상이 아니라고 보여서 미르티스를 감당할 능력이 없어 보였다.				미르티스 이야기
QUEST_20171128_006954	And so, when Laima was finally sighted in the Crystal Mine, Mirtis hurried to inspect the location for possible escape routes.{nl}She couldn't rule out the possibility of Her using teleportation to flee, either. She modified the mine walls to collapse on any signs of teleportation. Anyone attempting it would become trapped in the mine before they had the chance to escape.{nl}Realizing there were no means left for Laima to exit the mine, Mirtis felt assured and excited.	그리하여 마침내 수정광산의 한 갱도에 있는 라이마를 탐지한 순간,미르티스는 혹시라도 라이마가 달아날 곳이 있는지 점검하였다.{nl}그 점검에는 순간이동의 가능성을 없애는 것도 포함되었다.{nl}라이마든 누구든 이제 이 광산에서 순간이동을 하려면 광산이 무너져 이동을 하기 전에 묻힐 것이다.{nl}라이마가 현재 있는 장소에서 도저히 달아날 수 없다는 점을 깨닫고 미르티스는 더욱 즐거운 마음이 들었다.				미르티스 이야기
QUEST_20171128_006955	Perhaps because of this, Mirtis had failed to notice the man that accompanied Laima until She came into sight. She was ready to address Her.{nl}[At last, I become the one to stand before you. Other demon lords have chased your path, only to abandon it without ever seeing your shadow. But now you're here. The curtain has fallen.]{nl}It wasn't Laima, but Cunningham, the man beside Her, who replied.{nl}[Did it cross your mind that we could be the ones waiting for you?]	그런 탓인지 라이마 앞에 출현할 때까지 라이마 옆에 한 인간 남자가 있다는 사실은 신경도 쓰지 않고 있었다.{nl}라이마 앞에 선 미르티스가 대화를 시작했다.[이 일이 시작된 이래 그대를 직접 마주한 자는 오직 나뿐인 듯하오. 모든 마군주들이 그대의 그림자도 보지 못하고 뒤를 따르다 그치고 말았지. 하지만 이제 길었던 추적도 여기서 나에 의해 막을 내리게 되었소.]{nl}라이마는 아무 말도 하지 않았지만, 라이마의 옆에 선 인간 남자; 커닝햄이 입을 열었다.[우리가 일부러 너를 여기서 기다렸다는 생각은 해본 적이 없나?]				미르티스 이야기
QUEST_20171128_006956	Mirtis retorted.{nl}[Insolent. Whether you waited for me makes no difference. Our matters do not pertain to you, human. What makes you believe you have the right to impose yourself?]	미르티스가 말했다.[말투가 불손하구나.그러나 하여간 라이마와 네가 지쳐서 여기서 멈췄더라도 결과는 다를 바가 없다.그리고 인간이 우리의 일에 끼어들 주제가 된다고 생각하는 것인가?]				미르티스 이야기
QUEST_20171128_006957	Mirtis shifted her attention from Cunningham to Laima.{nl}[I have received orders from Giltine to strongly encourage you to surrender the Revelation. Should you refuse, it is my duty to seize it through whatever means necessary. Let us make a peaceful agreement. I am willing to be courteous.]	미르티스는 커닝햄에는 더 이상 개의치 않고 라이마에게 다시 말을 걸었다.[길티네님의 엄격한 명령에 따라 그대를 마주치면 우리는 일단 다시 한 번 그대를 권면하도록 되어 있소.{nl}하지만 끝까지 우리의 권면을 받아들이지 않는다면 무슨 수단을 쓰든 그대와 그대가 준비하고 있는 소위 계시를 포획하라는 것이 또한 우리가 받은 명령이오.그러니 아직 우리가 당신을 예우로 대할 때 협조하도록 하시오.]				미르티스 이야기
QUEST_20171128_006958	Laima was once again silent. It was Cunningham who continued.{nl}[We waited for you here precisely because we can no longer escape. Although, if you didn't know yet, this mine has been excavated for centuries.]{nl}[That means...?]{nl}Cunningham replied before Mirtis could finish her sentence.{nl}[It's an old, old mine. The lots with no more crystals are already closed. Even if one collapsed, no one would know someone was ever there, and certainly no one would ever dig there again on purpose.]{nl}[And...?]	그러나 라이마는 아무 말도 하지 않았고 커닝햄은 말을 계속 이었다.[우리가 이곳에서 너를 기다리기로 한 것은 물론 더 이상 도망치기 어렵기 때문이다. 그런데 네가 아는지 모르겠으나 수정광산은 수 백 년을 채굴해 온 광산이다.]{nl}[그것이 어쨌다는 것이냐?]{nl}미르티스가 이렇게 말하자 커닝햄이 대답했다.[오래된 광산이기에 더 이상 수정이 나오지 않는 광구는 폐쇄된다는 뜻이지. 따라서 이곳은 설령 무너져도 다시는 아무도 여기에 사람이 있었다는 것도 모를 테고 구태여 다시 파낼 가능성도 없다는 말이다.]{nl}[그래서?]				미르티스 이야기
QUEST_20171128_006959	Cunningham had his answer ready.	그 질문에 커닝햄이 대답했다.

[그래서 너를 여기 봉인하고 이곳 광구를 무너뜨리면 너는 봉인의 마력 탓에 영원히 갇히고, 광부들이 어쩌다 이곳을 파서 널 꺼내줄 리도 없다는 말이다. 그리고 라이마님의 말씀에 따르면 네가 실패하면 네 상관이라는 마왕도 너를 구해줄 리가 없다고 하셨다. 그러니까 너는 여기서 끝이란 말이다.]{nl}그 말과 동시에 커닝햄은 동그란 물체를 하나 꺼냈다. 자세히 본다면 실을 자는데 사용하는 물레를 닮았고, 전체적으로 바퀴(wheel) 모양으로 생긴 것이었다.				미르티스 이야기
QUEST_20171128_006960	In that moment, the 4 Divine Orbs were used for the first time in history. In the future, they would help fight against the great World Tree disaster. The Divine Orb of Rimgaudas, the first Paladin Master, would also contribute to defeating Mirtis' master Gesti not too far from there. But in that moment, it was Mirtis who fell victim to the Orbs first powerful attack.	부가해두는 이야기이지만, 이것은 훗날 4대 성구라고 불리며 식물대재앙이 왕도에 발생하여 세계수가 폭주했을 때 그 재앙을 축소시켜 안정시키는데 공헌한 성구가 처음으로 세상에서 사용되는 순간이었다.{nl}훗날 초대 팔라딘 마스터 림가우다스가 남긴 또 다른 성구가 미르티스의 상관인 제스티를 격퇴하는 일도 여기서 멀리 떨어지지 않은 곳에서 일어날 사건이지만,여하튼 미르티스는 마족으로서는 처음으로 이 마왕도 격퇴할 수 있다는 성구의 공격을 받은 최초의 사례가 되었다.				미르티스 이야기
QUEST_20171128_006961	Mirtis tried to move, but she realized she no longer felt the passing of time around her. If time was a stream, it now felt like a pond. If time was freezing, she thought, she would move through space. But space, too, had been blocked ??by herself just a few moments earlier, no less. She could do nothing but stay there, unable to move.	미르티스가 뭔가 해보려고 했을 때 그녀는 더 이상 자신 주변의 시간이 정상적으로 흐르지 않는다는 사실을 깨달았다.{nl}그것은 시간이라는 격류가 그 물살이 약해지면서 마침내 고요한 상태를 유지하는 호수 같은 상태로 변하고 있음을 의미했다.{nl}시간이 막혔다면 공간을 이동해야 했으나 바로 그 길을 조금 전에 스스로 막았다는 사실을 깨닫자 미르티스는 움직일 수 없었다.				미르티스 이야기
QUEST_20171128_006962	She would have tried to escape the influence of the Divine Orb before time stopped still, but her mind, too, was now slowing down to the point where she could no longer control it.{nl}Cunningham waited until she became completely motionless and commented.{nl}[The power of this Orb is remarkable.]{nl}Laima finally replied.{nl}[It is because I am near it. If a human uses it alone, it will not be as powerful.]{nl}[This awful demon isn't going anywhere for a while, that's what's important. But you ought to hurry now. I can take it from here.]{nl}[I would prefer if you did not have to do it.]{nl}[I must. You know so. If the mine isn't destroyed, there's always the chance that other demons, or even humans, can wander upon this place. Not only that...]	미르티스는 그 호수의 물이 더 이상 바람에 잔물결조차 일어나지 않는 동결상태가 되기 전에 자신이 물레바퀴 성구의 영향력 아래에서 빠져나가야 한다고 생각했지만, 이미 몸뿐 아니라 정신 마저 뜻대로 되지 않는 것을 느꼈다.{nl}미르티스가 완전히 묶이고 어디에도 얼음 따위는 보이지 않았으나 얼어붙은 것처럼 보이자 커닝햄이 말했다.[이 성구의 위력이 정말 대단하군요.]{nl}라이마가 말했다.[그것은 내가 바로 그 곁에 있었던 까닭도 있습니다.인간이 홀로 사용한다면 다음 번에는 지금 정도의 위력은 나오지 않을 것입니다.]{nl}커닝햄이 말했다.[상관없습니다. 이 마군주 녀석은 한동안 이곳에 있을 테니까요. 어서 떠나십시오. 제가 마무리를 하겠습니다.]{nl}[당신이 하려는 일 하지 않았으면 좋겠습니다.]{nl}[아니오. 그럴 수 없다는 사실을 아시지 않습니까? 제가 광산을 무너뜨려야 다른 잡다한 마족이나 혹시라도 우연히 이곳에 들어오는 인간이 사달을 일으킬 가능성이 없어집니다. 무엇보다..]				미르티스 이야기
QUEST_20171128_006963	Cunningham paused to ponder on his words.{nl}[Not only that, the Orb is set to reappear at a different location after its owner's death. It was you who said so. We mustn't let the Orb stay here, for the sake of our future. If I die here, the Orb will be gone and we will have achieved our goal. I'm certain Ruklys would have approved. He can't have died for the goddesses in vain!]	커닝햄이 말을 잠시 끊었다가 이었다.[무엇보다 이 성구는 현재 소유자가 죽으면 다른 곳으로 사라진다고 알려준 사람은 라이마님이십니다.미래를 위해서라도 이 성구는 이곳에 남아있으면 안 됩니다.이곳을 무너뜨리고 내가 여기서 죽으면 두 가지 일이 동시에 성공적으로 완료됩니다.{nl}죽은 루클리스도 내 이런 행위를 반드시 칭찬할 겁니다.그렇지 않으면 여신님을 위해 죽은 그 녀석이 가엽지 않습니까?]				미르티스 이야기
QUEST_20171128_006964	Grief washed over Laima at the mention of Ruklys' name and she finally agreed with Cunningham. She blessed his noble sacrifice and left the mine. In Her remained the deep sorrow of the memories She had sought to forget.{nl} 	라이마는 루클리스의 이름이 나오자 다시 슬픔을 느끼며 결국 커닝햄의 말에 동의했다.라이마는 커닝햄의 희생을 축복하고 그 자리를 떠났다. 머지 않아 지금의 기억을 또 다시 오랜 시간 잊고 지낼 것이란 사실이 이 가녀린 여신의 마음을 다시 한번 아프게 만들었다.{nl} 

다행인지 불행인지 라이마는 커닝햄이 일으킨 폭음을 듣기 전에 수정광산을 벗어날 수 있었다.				미르티스 이야기
QUEST_20171128_006965	Gesti and Ausura	제스티와 아우스라				
QUEST_20171128_006966	Gesti worried. She worried constantly about her failed attempts to track down Laima, the important task Giltine had assigned for her, but this time, there was something else on her mind. Kartas, forever under the direct orders of Giltine, was unlikely to be sent our to help her, but she may have to deal with Demon Lord Nebulas, his subordinate. Gesti was not looking forward to that.	제스티에게는 고민이 있었다. 길티네로부터 받은 라이마의 계시 추적임무가 아직 성공할 기미가 없다는 사실만으로도 그녀의 고민거리는 충분했지만, 지금 그녀는 그 외에도 다른 고민거리를 안고 있었다.{nl}길티네의 엄중한 경고로 어디로 튈지 모르는 카르타스는 추적임무에 개입할 수 없었지만, 필요에 의해 빌린 카르타스의 부하 마군주 네뷸라스를 다루는 문제는 그녀가 감당해야 했기 때문이다.				제스티와 아우스라
QUEST_20171128_006967	Unlike Kartas, Nebulas was virtually uncontrollable. More often than not, his appetite for violence did nothing to help the task at hand. For now, however, she had little choice.	네뷸라스의 제어할 수 없는 성격은 카르타스와 달리 단 하나, 그의 살육 성향뿐이지만, 그것이 임무에 방해가 될 것은 틀림없었다.{nl} 그렇다고 누군가를 곁에 붙여둘 수도 없었다.				제스티와 아우스라
QUEST_20171128_006968	She could not summon another demon lord for the sole purpose of keeping Nebulas on a figurative leash. Neither could she discard Nebulas or return him to Kartas. In the end the fact remained that, without a powerful demon on her side, getting hold of the Revelation seemed all but impossible.{nl}The only way she saw was to have Nebulas regulate his own temper. Gesti was in the middle of agonizing over how to get the unruly demon to behave when she heard steps coming in her direction.{nl}[Master. What is it that occupies your mind?]	네뷸라스를 누를 정도로 강한 마군주를 단순히 고삐 역할로 사용할 수는 없기 때문이다.{nl}그렇다고 네뷸라스를 쓰지 않거나 카르타스에게 돌려보내기도 어려운 상황이었다. 무엇보다 라이마와 계시를 추적할 정도로 강한 마군주가 필요한 것은 분명한 사실이었기 때문이다.{nl}그렇다면 결국 네뷸라스 스스로 자제하도록 만들어야 했다. 그러나 필요하다고 해서 좋은 생각이 나는 것이 아니기에 무슨 수로 그렇게 할지 제스티는 번민하고 있었다.{nl}그 때 누군가 그에게 말을 걸었다.[위대한 제스티시여. 무슨 고민을 지니고 계십니까?]				제스티와 아우스라
QUEST_20171128_006969	The words belonged to Ausura, a demon lord who took orders exclusively from Gesti. Along with Diena Frieblander, Ausura was one of the helpers created by Gesti to manage the demon realm in her absence. She served also as Gesti's advisor, and she was known to be a very devoted demon.{nl}That day, like most other days, she listened carefully to the master's woes before offering her word of advice.	말을 건 것은 오직 제스티의 명령만을 받는 직속의 여성 마군주 아우스라였다. 디에나 프리블랜더와 더불어 제스티가 직접 만들어낸 마군주 가운데 하나로 제스티의 부재시 그녀의 마계 영역을 대신 관리하고 여러 사안에 대해 의논자 역할을 하는 충성스런 마족이다.{nl} 잠시 시간이 흐르고 아우스라는 제스티의 고민이 무엇인지 파악하자 이렇게 그녀의 조언했다.				제스티와 아우스라
QUEST_20171128_006970	[Would it perhaps be best not to summon him? He is dangerous. If you consider his nature, he seems far more likely to hinder rather than contribute to your goal. There's no telling the sort of damage he could cause.]{nl}[Unfortunately I can't leave him alone, either.]{nl}[Luckily, Nebulas is not without his interests. If you remember, Kartas erased his memories when he created him. Because of this, he is obsessed with finding details of his previous life. Surely that can be used to control him.]	[그냥 묵혀두는 것이 좋다고 사료됩니다. 네뷸라스는 너무 위험합니다. 그 자가 일을 망칠 가능성을 고려하면 그를 투입하는 일은 결국 손해를 자초하는 일입니다. 그리고 그것이 돌이킬 수 없는 손해가 되지 말란 법이 없습니다.]{nl}[하지만 그 자를 가만히 있도록 놓아둘 방법도 마땅치 않다.]{nl}[다행히 네뷸라스에게는 한 가지 강한 집착이 있습니다. 카르타스가 그 자를 만들 때 기억을 지웠기에 그의 생전 사실에 대한 강한 집착이 있습니다. 그 점으로 그를 강제할 수는 없어도 움직이지 않도록 통제할 수 있습니다.]				제스티와 아우스라
QUEST_20171128_006971	[It's nothing I haven't thought about myself. The problem is that I can't give him what he wants.]	[그 점 역시 생각하지 않은 것은 아니나, 내가 그 자가 원하는 것을 제공할 수 없다는 문제가 있다.]				제스티와 아우스라
QUEST_20171128_006972	[Perhaps not immediately, but in the future. I will make it my task. Kartas is not the most thorough of personalities, after all. With the right amount of research, I'm sure I will find something he wants. For one, there is the fact that Kartas has kept Nebulas from his memories all along. No other demon lord has ever dared to cross Kartas' will in favor of Nebulas, but if I were to intervene, uncovering the clues of his past would only be a matter of time.]	[지금은 못하시지만 나중에는 가능합니다. 그 일은 제가 맡겠습니다. 카르타스는 꼼꼼한 성격의 인물이 아닙니다.{nl}명색이 마군주인 제가 철저히 조사를 하면 나중에는 제공할 것이 있을 것입니다. 네뷸라스가 자신의 과거에 집착하면서도 별다른 성과를 내지 못하는 것은 카르타스가 그에게 금제를 걸어 유독 그 일에는 제대로 된 인지를 하지 못하기 때문입니다.{nl}하지만 다른 마군주라면 다릅니다. 이제까지는 예측 불가능하면서 강하기까지 한 카르타스의 비위를 거스르며 네뷸라스를 도울 마군주가 없었지만, 제가 나선다면 시간이 걸릴 뿐이지 결국 단서를 찾을 수 있습니다.]				제스티와 아우스라
QUEST_20171128_006973	[Are you willing to do that?]{nl}[In your name, master, yes. For now, I advise you to keep Nebulas under control. He should be released only in circumstances where he cannot compromise the task. Do not worry about him, master.]{nl}Gesti accepted the advice of her loyal servant. Thus the role of Karta's subordinate Nebulas in the search for the Revelation was delayed until what would be known in future eras as Medzio Diena.	[그렇게 해주겠는가?]{nl}[제가 제스티님을 위해서 그 정도 일을 못할 리가 없지 않습니까? 일단 그렇게 아무 일도 하지 않도록 제어하고 있다가 그자가 설쳐도 무방한 적당한 장소와 임무를 발견하면 그 때 투입하면 됩니다. 더 이상 심려치 마시고 네뷸라스에게 그렇게 말씀만 하십시오.]{nl}제스티는 충성스런 수하인 아우스라의 조언을 받아들였다. 이로써 카르타스의 부하로서 제스티를 돕도록 파견된 네뷸라스의 계시 탐색 투입은 훗날 신수의 날로 식물대재앙이 발발한 시기까지 늦춰졌다.				제스티와 아우스라
QUEST_20171128_006974	Nebulas and Kalejimas	네뷸라스와 칼레이마스				
QUEST_20171128_006975	Nebulas found himself suppressing the desire to attack the demon lord standing in front of him. He composed himself as best as he could before finally addressing Ausura.{nl}[So you're saying you found out what I wanted to know, but you're only telling me now.]{nl}Ausura sensed his hostility, but tried to remain collected.{nl}[That information was of no use to you before today, you see.]	네뷸라스는 눈앞의 아우스라를 당장 공격하고 싶은 마음을 간신히 눌렀다.{nl}그러느라 꽤 시간을 들인 다음에야 아우스라를 보며 말을 할 수 있었다.[그러니까 네 말은 네가 이미 오래 전에 내가 원하는 단서를 얻고도, 그 사실을 지금까지 감춰왔다는 것이군.]{nl}아우스라는 네뷸라스의 공격을 전혀 꺼리지 않는 것은 아니지만 그럼에도 태도는 침착했다.[어차피 그 정보는 오늘 시점 이전에는 알아봐야 도움이 안 되었습니다.]				네뷸라스와 칼레이마스
QUEST_20171128_006976	[There's no reason I couldn't have gone there before. Wouldn't have been that big of a problem for our masters.]{nl}[I do believe it would have hindered the work we are doing for our masters. However I see no obstacles to it now. I would assume you are free to move there as you wish.]{nl}[It's in Kalejimas, is it?]	[너와 네 주인 방해했을 뿐이지 내가 그곳으로 가서 일을 하는 것은 지장이 없었다.]{nl}[물론 그렇습니다만, 우리는 그랬다면 큰 문제가 되었을 것이라 생각합니다. 여하튼 이제 관련된 사실도 알았고, 나설 수 있는 조건도 갖췄으니 지금이라도 서두르시면 될 듯합니다.]{nl}[칼레이마스에 있다고?]				네뷸라스와 칼레이마스
QUEST_20171128_006977	[That is correct. Although I must remind you. You mustn't act solely in your own interests. It is extremely important that you retrieve the Revelation that is guarded inside.]{nl}[I know.]{nl}[After all, this is a unique opportunity for yourself. Do not be ungrateful for what destiny has brought you.]{nl}	[네, 그렇습니다. 또한 당연히 알고 있겠지만, 당신의 관심사만 챙기면 안 됩니다. 칼레이마스의 누군가가 갖고 있을 라이마의 계시 역시 반드시 찾아야 합니다.]{nl}[알고 있다.]{nl}[무슨 우연인지 섭리인지 그 두 가지가 한 장소에 그것도 당신이 마음껏 활개쳐도 되는 곳에 있어서 다행입니다.]{nl}				네뷸라스와 칼레이마스
QUEST_20171128_006978	[If what you say is true, shouldn't you have told me that sooner?]{nl}[Only now are the humans occupied in dealing with the disaster. Intervening any sooner would have been too great of a risk.]{nl}[So now I can go find the man in Kalejimas and get the information from him, is it?]{nl}[I must remind you, the keeper of the Revelation as well is or was previously in Kalejimas. Do not forget that.]	[네 말대로라면 조금 더 일찍 알려줘도 좋지 않았을까?]{nl}[인간들이 식물의 폭주로 정신 못 차리게 된 것은 이제 와서니까요. 그 전에는 나설 시기가 아니었습니다.]{nl}[그러면 지금 칼레이마스에 갇혀 있다는 전직 관리를 잡아 족치면 된다 이 말이지.]{nl}[다시 한 번 말하지만, 계시의 현 소유자도 칼레이마스에 있거나 혹은 있었습니다. 잊지 않기 바랍니다.]				네뷸라스와 칼레이마스
QUEST_20171128_006979	[I know. But there's something I don't understand. It makes sense that the man who was in charge of the records of all of the Kingdom's families would know about my ancestors and who I was as a human, but wouldn't that information also be in the actual records? It can't all be in his memory...]{nl}	[알고 있다. 그런데 인간 왕국의 모든 가문의 역사에 정통한 의전대신이 내 과거나 혹은 내 인간이었을 시절의 선조의 기록에 관해 알고 있다는 사실은 당연하다고도 할 수 있겠지만, 그 말은 뒤집으면 인간들의 왕실의 기록고에도 그 전임 의전대신이란 자가 아는 사실이 문서로 있을 것 아닌가? 그의 기억 따위가 아니라..]{nl}				네뷸라스와 칼레이마스
QUEST_20171128_006980	[Of course. But as you know, the humans' Kingdom is already in ruins. Retrieving specific documents would become an even more difficult task.]{nl}[That's because you wasted all this time without telling me!]	[물론 그랬을 것입니다. 그러나 이미 인간들의 왕도는 폐도가 되었고 거기서 어떤 문서를 건지기는 어렵습니다.]{nl}[그게 다 망할 네 년이 미리 알리지 않고 잠자코 있던 탓이 아닌가?]				네뷸라스와 칼레이마스
QUEST_20171128_006981	Ausura tried as she could to appear indifferent while Nebulas burned with rage.{nl}[I understand that you're agitated, but there is a riot happening at Kalejimas as we speak. If you're to gain any control there, you must hurry.]{nl}[But if this man I'm going to find is no longer working at the records, then who's in charge of them now? Are they still alive? Are you just keeping more information from me?]	아우스라는 네뷸라스에게서 피어오르는 분노의 불꽃이 실체까지 이루는 것을 보았지만, 개의치 않고 말했다.{nl}[분풀이로 저를 괴롭힐 수도 있겠지만, 지금 칼레이마스는 굳이 외부의 개입이 없어도 소요중이라고 합니다. 그곳을 장악하고 일을 제대로 보려면 서둘러야 할 것입니다.]{nl}[그런데 전임 의전대신이 거기 있다면 현직은 혹시 어디 있나? 아직 살아있지 않은가? 살았는데도 내게 소재를 숨기는 것은 아닌가?]				네뷸라스와 칼레이마스
QUEST_20171128_006982	Ausura sighed at Nebulas' relentless suspicion.{nl}[The human in charge of the records lived in the capital before the great disaster. However, I must warn you not to go there. These are Gesti's orders. You must focus on Kalejimas. Do not attempt to investigate other locations or engage with any other humans. The chances of discovering any traces of old documents in the Fallen City are minimal. Your only sure lead now lies in Kalejimas.]	아우스라는 네뷸라스의 집착에 대놓고 한숨을 쉬면서 말했다.[현직은 수도가 식물폭주로 뒤덮일 때 살았습니다. 그렇지만, 그쪽에다 뭘 하려고 하지 마십시오.{nl}이것은 제스티님의 명령입니다. 칼레이마스에만 집중하기 바랍니다. 그러니 다른 장소나 인간에게 뭔가를 물어볼 생각하지 마라는 말입니다. 결론적으로 폐도의 어느 구석에 운 좋게 옛 기록의 굴러다니는 쪼가리를 얻을 수 없다면, 네뷸라스 당신에게 손 닿을 수 있는 남은 유일한 단서는 칼레이마스에 있다는 것입니다.]				네뷸라스와 칼레이마스
QUEST_20171128_006983	Nebulas, refusing to let Ausura have the final word, threw at her one last question.{nl}[Your boss won't say anything if I have it my way in Kalejimas, will she?]{nl}Ausura's response was harsh.{nl}[Gesti has no interest in whatever havoc you wreak there, so long as you retrieve the Revelation.]{nl}	네뷸라스는 결국 말로 아우스라를 당할 수 없다고 생각하고 자리를 뜨려다가 마지막으로 물었다.[칼레이마스에서는 내가 내 마음대로 한다고 네 주인이 뭐라 하지는 않겠지?]{nl}아우스라가 차갑게 대답했다.[계시만 찾아내 얻는다면 당신이 그곳에서 무슨 살육의 미학을 추구하든 그것은 제스티님의 관심사 밖의 일입니다.]{nl}

그 말에 아우스라를 만난 후 처음으로 네뷸라스는 만족스런 기분을 느끼며 그 자리를 떠날 수 있었다.				네뷸라스와 칼레이마스
QUEST_20171128_006984	The Story of Solcomm	솔콤 이야기				
