SKILL_20150317_000001	Angriff
SKILL_20151001_005250	Freezing Sphere
SKILL_20151001_005251	Frost Cloud
SKILL_20151001_005252	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Creates a magic circle of ice at a targeted area. Deals continuous ice damage to enemies in the magic circle.
SKILL_20151001_005253	Corpse Tower Dauer: #{CaptionRatio}# Sekunden{nl}Number of Blocks: #{CaptionTime}#{nl}Consumes #{CaptionRatio2}# Corpse(s)
SKILL_20151001_005254	Split Pfeil
SKILL_20151001_005255	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Deals damage to two nearnach enemies with a bouncing arrow once an attack lands.
SKILL_20151001_005256	Angriff: #{SkillAtkAdd}#{nl}Attribut-Schaden: #{CaptionRatio}#%{nl}Abprallender Pfeilangriff: #{CaptionRatio2}#%
SKILL_20151001_005257	Temporarily increases the skill levels of you and your party members nach 1.
SKILL_20151001_005258	Applies for #{SkillFactor}# Skill Uses{nl}Dauer: 60 Sekunden
SKILL_20151001_005259	Spirit Barrier
SKILL_20151001_005260	Deals magic damage in Out of Body nach drawing a barrier.
SKILL_20151001_005261	Increases your critical rate.
SKILL_20151001_005262	Faster casting speed.
SKILL_20151001_005263	Increased Magic Schaden.
SKILL_20151001_005264	Allows you to equip [Cloth] armor.{nl}When equipped with 3 or more pieces of [Cloth] armor, increases your maximum SP and magic damage taken is decreased nach 5%.{nl} {nl}When equipped with 4 [Cloth] armor pieces, your Magic Defense increases and magic damage taken is decreased nach an additional 10%.
SKILL_20151001_005265	Allows you to equip [Plate] armor.{nl}When equipped with 3 or more pieces of [Plate] armor, increases your maximum HP and physical damage taken is decreased nach 5%.{nl} {nl}When equipped with 4 [Plate] armor pieces, your maximum Stamina increases and physical damage taken is decreased nach an additional 10%.
SKILL_20151001_005266	Provoke
SKILL_20151001_005267	Increases provocation when enemies attack nach 50% pro{nl}Fähigkeits-Level.
SKILL_20151001_005268	Flame Ground: Verbessern
SKILL_20151001_005269	Erhöht die Schadensausteilung an einem{nl}Feind mit [Flame Ground] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151001_005270	Frost Cloud: Verbessern
SKILL_20151001_005271	Erhöht die Schadensausteilung an einem{nl}Feind mit [Frost Cloud] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151001_005272	Create Shoggoth: Verbessern
SKILL_20151001_005273	Increases the attack of the summoned Shoggoth nach 1 pro{nl}Fähigkeits-Level.
SKILL_20151001_005274	Corpse Tower: Verbessern
SKILL_20151001_005275	Increases the attack of the summoned Corpse Tower nach 1 pro{nl}Fähigkeits-Level.
SKILL_20151001_005276	Raise Dead: Verbessern
SKILL_20151001_005277	Increases the attack of the summoned Skeleton Soldier nach 1 pro{nl}Fähigkeits-Level.
SKILL_20151001_005278	Create Shoggoth: Enlargement
SKILL_20151001_005279	Increases the chance of enlarging the size and maximum HP of the summoned Shoggoth um 1% pro{nl}Fähigkeits-Level.
SKILL_20151001_005280	Combustion: Using Silber
SKILL_20151001_005281	Creates an explosion using 200 silver when there are no nearnach dropped items.
SKILL_20151001_005282	Deals 20% additional damage to Flying-type monsters when equipped with a [Zweihand-Bogen].
SKILL_20151001_005283	Armbrust Mastery
SKILL_20151001_005284	Ignores enemy defense nach 5% pro Fähigkeits-Level, wenn equipped with a [Einhand-Bogen].
SKILL_20151001_005285	Decreases the time of the first rotation nach 0.3 Sekunden and increases the number of rotations for [Broom Trap] nach 0.8 pro{nl}Fähigkeits-Level.
SKILL_20151001_005286	Increases the movement speed of your companion from [Praise] nach 1 pro{nl}Fähigkeits-Level.
SKILL_20151001_005287	Split Pfeil: Verbessern
SKILL_20151001_005288	Erhöht die Schadensausteilung an einem{nl}Feind mit [Split Pfeil] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151001_005289	Deals damage equal to 100% magic attack to nearnach Devil-type monsters when using [Divine Might].
SKILL_20151001_005290	Corsair 2. Rang erforderlich
SKILL_20151001_005291	Lv. 2 Create Shoggoth erforderlich
SKILL_20151016_005292	Kritchance: +#{CaptionRatio}#{nl}Block: +#{SkillFactor}#% {nl}Evasion: -#{CaptionRatio2}#{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20151016_005293	Speer Lunge
SKILL_20151016_005294	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}{nl}Stab an enemy in front of you to make it more vulnerable to [Stich] attacks.
SKILL_20151016_005295	Angriff: #{SkillAtkAdd}#{nl}Attribute Schaden #{CaptionRatio}#%{nl}Duration 6 Secs
SKILL_20151016_005296	Special Formation
SKILL_20151016_005297	Creates a formation which brings squad members together. The skill cooldown time of the squad members that entered into the formation will be reduced in half. Duration will increase nach Skill Level, and the number of members in the squad.
SKILL_20151016_005298	Cooldown time reduced nach 50%{nl}Minimum/Maximum Dauer: #{CaptionRatio}# Sekunden ~ #{CaptionRatio2}# Sekunden
SKILL_20151016_005299	Summon Carriage
SKILL_20151016_005300	{#993399}{ol}[Magic]{/}{/}{nl}Creates a gravity field in front of you in a line that pulls nearnach enemies into it.
SKILL_20151016_005301	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Schadens an enemy nach throwing an Ice Sphere.
SKILL_20151016_005302	Cannon Shot
SKILL_20151016_005303	Shootdown
SKILL_20151016_005304	Siege Burst
SKILL_20151016_005305	Cannon Blast
SKILL_20151016_005306	{#993399}{ol}[Magic]{/}{/}{nl}Carve an Owl Sculpture to protect yourself from the attacks of enemies in front of you.
SKILL_20151016_005307	Nullifies all magic near you.
SKILL_20151016_005308	 Cooldown time of the skill will be reduced in half.
SKILL_20151016_005309	Speer Lunge
SKILL_20151016_005310	The enemy is weak against Thrust type attacks.
SKILL_20151016_005311	Wide Range Attack Rate Increases
SKILL_20151016_005312	Wide Range Attack Rate Increases
SKILL_20151016_005313	Orb Summon Debuff
SKILL_20151016_005314	Dagger Mastery: Sudden Attack
SKILL_20151016_005315	Deals 2.5% additional damage pro Fähigkeits-Level, wenn attacking an enemy from behind with a dagger.
SKILL_20151016_005316	Use Rapiers
SKILL_20151016_005317	Allows you to equip the [Rapier] weapon type.
SKILL_20151016_005318	Erhöht das Maximale Gewicht
SKILL_20151016_005319	Increases the maximum weight you can carry in your inventory nach 20.
SKILL_20151016_005320	Begleiter Mastery: Tenacity
SKILL_20151016_005321	Begleiter's stamina consuming speed will be reduced.
SKILL_20151016_005322	Begleiter First Aid
SKILL_20151016_005323	When the HP of your companion is less than 50%, it will activate the [First Aid] effect and continuously recover HP. [First Aid] cannot be used for another 10 minutes after it has been activated.
SKILL_20151016_005324	Shield Mastery: Block
SKILL_20151016_005325	Increases your block nach 5% pro Fähigkeits-Level, wenn equipped with a [Shield].
SKILL_20151016_005326	Zweihand-Schwert Mastery: Critical Attack
SKILL_20151016_005327	Skull Swing: Remove Knockback
SKILL_20151016_005328	[Skull Swing] does not push away enemies anymore. (Only applies if the attribute is set to ON)
SKILL_20151016_005329	Speer Lunge: Verbessern
SKILL_20151016_005330	Erhöht die Schadensausteilung an einem{nl}Feind mit [Speer Lunge] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151016_005331	Zweihand-Speer Mastery: Penetration
SKILL_20151016_005332	Increases your block penetration nach 10% pro Fähigkeits-Level, wenn equipped with a [Zweihand-Speer]
SKILL_20151016_005333	Rapier Master: Stich
SKILL_20151016_005334	Increases your [Stich] damage nach 5% pro Fähigkeits-Level, wenn equipped with a [Rapier]. (Does not apply to basic attacks)
SKILL_20151016_005335	Increases the character's Fire property attack nach 3 pro Fähigkeits-Level, wenn equipped with a [Stab].
SKILL_20151016_005336	Subzero Shield: Counterattack Verbessern
SKILL_20151016_005337	While equipped with a shield when [Subzero Shield] is active, there is an increase in counter attack damage based on your shield's defense. Counter attack damage is enhanced nach 50% pro{nl}Fähigkeits-Level.
SKILL_20151016_005338	Shield Mastery: Enchant
SKILL_20151016_005339	Increases magic defense and Ice property resistance equal to 25% of your equipped [Shield]'s defense pro{nl}Fähigkeits-Level.
SKILL_20151016_005340	Freezing Sphere: Verbessern
SKILL_20151016_005341	Erhöht die Schadensausteilung an einem{nl}Feind mit [Freezing Sphere] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151016_005342	Decreases the critical resistance of an enemy affected nach [Slow] equal to 15% of your INT.
SKILL_20151016_005343	Zweihand-Bogen Mastery: Anti-Air
SKILL_20151016_005344	Deals 20% additional damage per attribute level to Flying-type monsters when equipped with a [Zweihand-Bogen].
SKILL_20151016_005345	Einhand-Bogen Mastery: Ignorier Verteidigung
SKILL_20151016_005346	Ignores the enemy's armor nach 5% pro Fähigkeits-Level, wenn equipped with a [Einhand-Bogen]
SKILL_20151016_005347	Gun: Accuracy
SKILL_20151016_005348	Increases your accuracy nach 5% pro Fähigkeits-Level, wenn equipped with a Gun-type equipment.
SKILL_20151016_005349	Revolver Mastery
SKILL_20151016_005350	Deals 10% additional damage per attribute level to Mutant-type monsters when equipped with a [Revolver].
SKILL_20151016_005351	Cannon Mastery
SKILL_20151016_005352	Rifle Mastery: Hunting
SKILL_20151016_005353	Causes instant kill on small-type monsters nach 0.5% chance pro Fähigkeits-Level, wenn equipped with a [Rifle].
SKILL_20151016_005354	Zalciai: Verbessern
SKILL_20151016_005355	Increases the critical attack of [Zalciai] nach 1 pro{nl}Fähigkeits-Level.
SKILL_20151016_005356	Lv. 3 Zalciai erforderlich
SKILL_20151022_005357	{#DD5500}{ol}[Physisch] - [Hieb]{/}{/}{nl}Lift your sword up and perform a vertical strike downward. Medium and Groß size enemies suffering a defense reduction from [Skull Swing] take additional damage proportional to the reduced amount of defense. The enemy also takes additional damage according to the number of debuffs in effect.
SKILL_20151022_005358	Zornhau
SKILL_20151022_005359	Redel
SKILL_20151022_005360	Zucken
SKILL_20151022_005361	Attaque Composee
SKILL_20151022_005362	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}Stab an enemy in front of you.
SKILL_20151022_005363	Lunge
SKILL_20151022_005364	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}Lower your stance and reach out to attack an enemy. Your evasion rate increases and the enemy becomes more vulnerable to [Hieb] attacks.
SKILL_20151022_005365	Angriff: #{SkillAtkAdd}#{nl}Attribut-Schaden: #{CaptionRatio}#%{nl}Evasion Rate: +#{CaptionRatio2}#%{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20151022_005366	Sept Etoiles
SKILL_20151022_005367	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}Stab an enemy with successive strikes.
SKILL_20151022_005368	Attaque Coquille
SKILL_20151022_005369	{#DD5500}{ol}[Physisch] - [Schlag]{/}{/}Attack an enemy with the guard of your sword. The enemy's defense is ignored when attacked again with [Stich] attacks.
SKILL_20151022_005370	Esquive Toucher
SKILL_20151022_005371	{#DD5500}{ol}[Physisch] - [Stich]{/}{/}Move swiftly to avoid enemy attacks and deliver complex successive attacks.
SKILL_20151022_005372	Angriff: #{SkillAtkAdd}#{nl}Attribut-Schaden: #{CaptionRatio}#%{nl}Evasion Rate: +#{CaptionRatio2}#%
SKILL_20151022_005373	Preparation
SKILL_20151022_005374	Twirl the tip of your sword to parry an enemy attack and prepare for the next attack. The next [Stich] attack you make will inflict twice as much damage.
SKILL_20151022_005375	Maximum Dauer: #{CaptionRatio2}# Sekunden{nl}+#{CaptionRatio}#% block during skill duration{nl}Dauer: 15 Sekunden
SKILL_20151022_005376	Flanconnade
SKILL_20151022_005377	{#DD5500}{ol}[Physisch] - [Hieb]{/}{/}Perform a complex upward attack with your rapier. This attack protects you against an enemy attack.
SKILL_20151022_005378	Mijin no Jutsu
SKILL_20151022_005379	Bunshin no Jutsu
SKILL_20151022_005380	Mokuton no Jutsu
SKILL_20151022_005381	Katon no Jutsu
SKILL_20151022_005382	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Cast an arrow of ice that inflicts damage and has a chance of freezing the enemy.
SKILL_20151022_005383	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Make ice spikes sprout out in a line to inflict damage. Has a chance of freezing enemies.
SKILL_20151022_005384	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Ride on an enormous snowball and crush any enemies in your way.
SKILL_20151022_005385	Angriff: 400% +#{SkillAtkAdd}#{nl}Attribut-Schaden: #{CaptionRatio}#%{nl}Casting Time: #{CaptionTime}# Sekunden{nl}AoE Angriffsanzahl: #{SkillSR}#
SKILL_20151022_005386	{#993399}{ol}[Magic]{/}{/}
SKILL_20151022_005387	Fires a shell to targeted enemies on the ground. Deals 50% damage on Flying-type enemies.
SKILL_20151022_005388	Fires a shell to targeted airborne enemies. Deals 50% damage on enemies on the ground.
SKILL_20151022_005389	Fire on the ground using a howitzer. Enemies hit nach the fire will knock down and deals 5x damage to the enemy's structure.
SKILL_20151022_005390	Deals damage to multiple enemies nach launching a cannon in an arc shape towards the ground.
SKILL_20151022_005391	Maximum HP: +#{CaptionRatio}#{nl}Movement Speed: +#{CaptionRatio2}#{nl}Dauer: #{CaptionTime}# Sekunden{nl}Glyph Dauer: 15 Sekunden
SKILL_20151022_005392	Carve a statue of Ausrine, the goddess of the Morning Star. Those in your party who circle around the Goddess Statue counter-clockwise are granted divine protection and become immune to damage temporarily.
SKILL_20151022_005393	STR, CON, INT, SPR, DEX: -#{CaptionRatio}#{nl}Consumes SP per Sekunde{nl}Maximum Dauer: 10 Sekunden
SKILL_20151022_005394	You and your party members are temporarily granted an increase in fire, ice, lightning, poison, and earth resistances, and have a chance of nullifying attacks from those properties.
SKILL_20151022_005395	Property Resistance: +#{CaptionRatio}#{nl}Nullification Chance: #{CaptionRatio2}#%{nl}Dauer: #{CaptionTime}# Sekunden
SKILL_20151022_005396	{#DD5500}{ol}[Physisch] - [Holy]{/}{/}{nl}Harness energy and release it in front of you, dealing damage and pushing back all enemies in its path.
SKILL_20151022_005397	Enemy's companion bites and holds. Decreased defense.
SKILL_20151022_005398	Increases your evasion rate.
SKILL_20151022_005399	Weak against Hieb-type attacks.
SKILL_20151022_005400	Ignores defense nach using Stich-type attacks.
SKILL_20151022_005401	Erhöht Block.
SKILL_20151022_005402	Erhöht Stich-type attack upon the next attack
SKILL_20151022_005403	Erhöht Ausweichchance.
SKILL_20151022_005404	Erhöht movement speed
SKILL_20151022_005405	Healing Factor
SKILL_20151022_005406	Increases HP recovery
SKILL_20151022_005407	Bloodletting
SKILL_20151022_005408	In the state of Bloodletting.
SKILL_20151022_005409	Incineration
SKILL_20151022_005410	Incineration state
SKILL_20151022_005411	Beak Maske
SKILL_20151022_005412	Maske equipped.
SKILL_20151022_005413	Fumigate
SKILL_20151022_005414	Fumigate state
SKILL_20151022_005415	Shield Mastery: Projectile Defense
SKILL_20151022_005416	Poison Immunity
SKILL_20151022_005417	Continuously decreases STA 
SKILL_20151022_005418	Use Rifles
SKILL_20151022_005419	Allows you to equip the [Rifle] weapon type.
SKILL_20151022_005420	Tax Payment
SKILL_20151022_005421	You can pay tax through the Master. A quick way to become a model citizen is nach paying a lot and on time.
SKILL_20151022_005422	Increases your physical defense nach 10% pro Fähigkeits-Level, wenn [Guard] aktiv ist.
SKILL_20151022_005423	Sequentially fling up to 3 enemies with [Iron Hook]. You cannot use [Keel Hauling] while capturing multiple enemies. (Unable to turn ON/OFF during [Guard])
SKILL_20151022_005424	Jolly Roger: Unity
SKILL_20151022_005425	Nullifies an enemy's attack nach a certain chance when [Jolly Roger] aktiv ist. Applies the chance nach 0.5% per attribute level and increases the chance depending on the amount of pirate members. (However, it does not apply if nobody other than you is a pirate member)
SKILL_20151022_005426	Obtain Chest Gegenstand
SKILL_20151022_005427	Increases your movement speed nach 4 for 7 Sekunden pro Fähigkeits-Level, wenn opening a treasure chest.
SKILL_20151022_005428	Rapier Mastery: Aggression
SKILL_20151022_005429	Increases your [Stich] damage nach 3% pro Fähigkeits-Level, wenn equipped with a [Rapier] as a main weapon, but without [Shield] as a sub-weapon. (Does not apply to basic attacks)
SKILL_20151022_005430	Attaque Composee: Verbessern
SKILL_20151022_005431	Erhöht die Schadensausteilung an einem{nl}Feind mit [Attaque Composee] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005432	Lunge: Verbessern
SKILL_20151022_005433	Erhöht die Schadensausteilung an einem{nl}Feind mit [Lunge] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005434	Sept Etoiles: Verbessern
SKILL_20151022_005435	Erhöht die Schadensausteilung an einem{nl}Feind mit [Sept Etoiles] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005436	Attaque Coquille: Verbessern
SKILL_20151022_005437	Erhöht die Schadensausteilung an einem{nl}Feind mit [Attaque Coquille] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005438	Esquive Toucher: Verbessern
SKILL_20151022_005439	Erhöht die Schadensausteilung an einem{nl}Feind mit [Esquive Toucher] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005440	Flanconnade: Verbessern
SKILL_20151022_005441	Erhöht die Schadensausteilung an einem{nl}Feind mit [Flanconnade] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005442	Summon Servant: Quick Order
SKILL_20151022_005443	The summoned servant grants beneficial effects more often.
SKILL_20151022_005444	Slow: Decreased Nullification
SKILL_20151022_005445	Decreases the chance of nullifying an attack nach 6% pro Fähigkeits-Level, wenn enemies are affected nach [Slow].
SKILL_20151022_005446	Hast: Erhöht Ausweichen
SKILL_20151022_005447	Increases your evasion nach 20 per attribute level while [Haste] aktiv ist.
SKILL_20151022_005448	Stop: Decreased SP
SKILL_20151022_005449	Decreases the SP cost of [Stop] nach 40.
SKILL_20151022_005450	Increases your block rate against [Projectile] attacks from enemies when equipped with a [Shield], increases your physical attack proportional to the shield's defense for 10 Sekunden after a successful block. Applies the proportional value nach 50% pro{nl}Fähigkeits-Level.
SKILL_20151022_005451	Player detoxified nach [Detoxify] becomes immune to poison for 4 Sekunden pro{nl}Fähigkeits-Level.
SKILL_20151022_005452	Wugushi: Poison Reserve
SKILL_20151022_005453	Decreases the Poison Pot cost nach 1% pro Fähigkeits-Level, wenn using a Wugushi skill.
SKILL_20151022_005454	Jincan Gu: Decreased Evasion Rate
SKILL_20151022_005455	Decreases the evasion rate of enemies affected nach [Jincan Gu] um 5% pro{nl}Fähigkeits-Level.
SKILL_20151022_005456	Zhendu: Decreased Poison Resistance
SKILL_20151022_005457	Decreases the poison resistance of enemies affected nach [Zhendu] nach 7 pro{nl}Fähigkeits-Level.
SKILL_20151022_005458	Capturing: Ally Magic Circle
SKILL_20151022_005459	You can seize not only an enemies' magic circle, but also your allies' with [Capturing].
SKILL_20151022_005460	Hovering: Verbessern
SKILL_20151022_005461	Erhöht die Schadensausteilung an einem{nl}Feind mit [Hovering] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005462	Pheasant: Verbessern
SKILL_20151022_005463	Erhöht die Schadensausteilung an einem{nl}Feind mit [Pheasant] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005464	Circling: Decreased Nullification
SKILL_20151022_005465	Decreases the chance of nullifying the attack nach 5% pro Fähigkeits-Level, wenn enemies are within the range of [Circling].
SKILL_20151022_005466	Increases your accuracy nach 5% pro Fähigkeits-Level, wenn equipped with a Pistol-type equipment.
SKILL_20151022_005467	Deals 10% additional damage per attribute level to Mutant-type monsters when equipped with a [Revolver].
SKILL_20151022_005468	Retreat Shot: Erhöht Nullification
SKILL_20151022_005469	Increases the chance to nullify an enemy's attack while using [Retreat Shot] nach 0.5% pro{nl}Fähigkeits-Level.
SKILL_20151022_005470	Cannon Shot: Verbessern
SKILL_20151022_005471	Erhöht die Schadensausteilung an einem{nl}Feind mit [Cannon Shot] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005472	Shootdown: Verbessern
SKILL_20151022_005473	Erhöht die Schadensausteilung an einem{nl}Feind mit [Shootdown] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005474	Siege Burst: Verbessern
SKILL_20151022_005475	Erhöht die Schadensausteilung an einem{nl}Feind mit [Siege Burst] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005476	Cannon Blast: Verbessern
SKILL_20151022_005477	Erhöht die Schadensausteilung an einem{nl}Feind mit [Cannon Blast] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005478	Increases the attack count of [Blessing] nach 10 pro{nl}Fähigkeits-Level.
SKILL_20151022_005479	Carve World Tree: Maintain
SKILL_20151022_005480	Decreases the range of [Carve World Tree], but increases its duration nach 10 Sekunden.
SKILL_20151022_005481	Statue of Goddess Ausrine: Decreased Cooldown
SKILL_20151022_005482	Decreases the cooldown of [Statue of Goddess Ausrine] nach 10 Sekunden.
SKILL_20151022_005483	Decreases the enemy's physical defense nach 30% with a chance of 10% pro Fähigkeits-Level, wenn using a basic attack during Out of Body. (Unable to turn ON/OFF during Out of Body.)
SKILL_20151022_005484	Decreases the SP cost per Sekunde of [Vashita Siddhi] nach 0.5% pro{nl}Fähigkeits-Level. 
SKILL_20151022_005485	Increases the chance of nullifying Fire, Ice, Lightning, Poison and Earth property attacks nach 0.8% pro Fähigkeits-Level, wenn [Resist Elements] aktiv ist.
SKILL_20151022_005486	Resist Elements: Verbessern
SKILL_20151022_005487	Increases the property resistance of [Resist Elements] nach 1 pro{nl}Fähigkeits-Level.
SKILL_20151022_005488	Increase Magic Defense: Duration
SKILL_20151022_005489	Increases the duration of [Increase Magic Defense] nach 1 Sekunde pro{nl}Fähigkeits-Level.
SKILL_20151022_005490	Druid: Animal-type Speciality
SKILL_20151022_005491	Increases the critical rate of the transformed animal-type monster via [Shape Shifting] or [Transform] um 10% pro{nl}Fähigkeits-Level.
SKILL_20151022_005492	Druid: Plant-type Speciality
SKILL_20151022_005493	Increases the HP recovery and SP recovery of the transformed plant-type monster via [Shape Shifting] or [Transform] um 10% pro{nl}Fähigkeits-Level.
SKILL_20151022_005494	Druid: Insekt-type Speciality
SKILL_20151022_005495	Increases the defense and magic defense of the transformed insect-type monster via [Shape Shifting] or [Transform] nach 8% pro{nl}Fähigkeits-Level.
SKILL_20151022_005496	Resetting: Decreased Cooldown
SKILL_20151022_005497	Decreases the cooldown of [Resetting] nach 30 Sekunden.
SKILL_20151022_005498	Forecast: Erhöht Nullification
SKILL_20151022_005499	Increases the chance to nullify an enemy's attack while activating [Forecast] um 1% pro{nl}Fähigkeits-Level.
SKILL_20151022_005500	Arcane Energy: Duration
SKILL_20151022_005501	Increases the duration of [Arcane Energy] nach 1 minute pro{nl}Fähigkeits-Level.
SKILL_20151022_005502	Death Sentence: Slow
SKILL_20151022_005503	Decreases the movement speed of an enemy affected nach [Death Sentence] nach 15% pro{nl}Fähigkeits-Level.
SKILL_20151022_005504	Lv2 Jolly Roger erforderlich
SKILL_20151022_005505	Lv3 Resist Elements erforderlich
SKILL_20151022_005506	Lv3 Summon Servant erforderlich
SKILL_20151102_005507	Attack a distant enemy
SKILL_20151102_005508	Blood Bath
SKILL_20151102_005509	Blood Sucking
SKILL_20151102_005510	Bone Pointing
SKILL_20151102_005511	Ngadhundi
SKILL_20151102_005512	Kurdaitcha
SKILL_20151102_005513	Pole of Agony
SKILL_20151102_005514	Invocation
SKILL_20151102_005515	Mastema
SKILL_20151102_005516	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Feuert schnell eine Reihe von Pfeilen auf das Zielgebiet ab.
SKILL_20151102_005517	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Zieht deine Bogensehne zurück um{nl}einen hoch durchdringenden Schuss abzugeben. Getroffene Feinde im umliegenden Gelände werden festgesetzt.
SKILL_20151102_005518	Kneel down to improve your concentration. Increases your attack, attack speed and range.
SKILL_20151102_005519	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Schießt einen Pfeil, der vom Ziel abspringt und einen benachbarten Gegner trifft.
SKILL_20151102_005520	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Demonstrate your strength nach firing a shot that pushes enemies away.
SKILL_20151102_005521	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires two shots at once at an enemy.
SKILL_20151102_005522	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Feuert 5 Pfeile in einem Bogen vor dir.
SKILL_20151102_005523	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Ziele mit der Spitze des Pfeils und durchdringe Feinde vor dir.
SKILL_20151102_005524	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Schieße einen Pfeil mit hoher Wahrescheinlichkeit das Ziel kritisch zu treffen.
SKILL_20151102_005525	Increases the attack of [Geschoss] skills while decreasing the attack speed.
SKILL_20151102_005526	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires an arrow with a bomb attached. Upon hitting a target, the arrow will explode after an amount of time, dealing extra damage.
SKILL_20151102_005527	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires an arrow that splits upon hitting a target to hit other adjacent enemies.
SKILL_20151102_005528	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires a spiraling arrow that deals multiple hits to a target.
SKILL_20151102_005529	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Jump backwards while firing multiple arrows forward.
SKILL_20151102_005530	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires a stone bullet to push an enemy away. The target has a chance to become afflicted with [Stun].
SKILL_20151102_005531	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Load multiple arrows into your crossbow and then fire them in quick succession at an enemy.
SKILL_20151102_005532	{#DD5500}{ol}[Geschoss] - [Poison]{/}{/}{nl}Blows a toxic arrow that inflicts damage over a long period of time.
SKILL_20151102_005533	{#DD5500}{ol}[Geschoss] - [Poison]{/}{/}{nl}Fires a contagious poison arrow. The poisoned target spreads poison around to nearnach enemies whenever it is attacked.
SKILL_20151102_005534	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires a musical arrow to a target. Enemies nearnach the target will be afflicted with [Fear].
SKILL_20151102_005535	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires a flare on the ground at a targeted area. Upon hitting the ground, the flare bursts into sparks that damages nearnach enemies.
SKILL_20151102_005536	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires an arrow that, upon hitting a target, bounces to hit two nearnach enemies.
SKILL_20151102_005537	{#DD5500}{ol}[Geschoss]{/}{/}{nl}If the target dies from this attack, it explodes. Party members gain STR for a period of time.
SKILL_20151102_005538	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires a wide broadhead arrow. Inflicts [Bleeding] on the enemy hit.
SKILL_20151102_005539	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires a high-penetration bodkin arrow at an enemy. Lowers the defense of struck enemies and nullifies any protective magic.
SKILL_20151102_005540	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires a barbed arrowhead. Deals a number of hits depending on an enemy's defense type.
SKILL_20151102_005541	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires an arrow that, upon hitting an enemy, creates a cross-shaped explosion.
SKILL_20151102_005542	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires an arrow, igniting flames that inflict damage over time on enemies entering the targeted area.
SKILL_20151102_005543	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires an arrow with explosives attached. Upon hitting its target, the arrow will explode after an amount of time and cause collateral damage.
SKILL_20151102_005544	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Fires multiple bullets in rapid succession at an enemy.
SKILL_20151102_005545	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Shoot forward while pushing yourself back with recoil.
SKILL_20151102_005546	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Maneuver quickly with your mount and attack enemies in front.
SKILL_20151102_005547	{#DD5500}{ol}[Geschoss]{/}{/}{nl}Shoot repeatedly in the opposite direction you are moving.
SKILL_20151102_005548	Covering Fire
